Product_ID,Product_Name,Category,Brand,Original_Price,Discount_Percent,Discount_Amount,Selling_Price,Stock_Quantity,Weight_kg,Avg_Rating,Total_Reviews
PROD000087,Mamaearth Facewash V3,Beauty,Mamaearth,3188.99,13,414.57,2774.42,893,4.42,4.53,19
PROD000088,Nivea Cream V2,Beauty,Nivea,2179.4,7,152.56,2026.84,901,1.36,4.36,33
PROD000089,Dove Soap V7,Beauty,Dove,365.56,32,116.98,248.58,635,2.79,4.59,34
PROD000090,Plum Serum V8,Beauty,Plum,3017.94,24,724.31,2293.63,995,2.68,4.48,31
PROD000091,Nike T-shirt V3,Sports,Nike,33394.63,48,16029.42,17365.21,375,1.01,4.41,51
PROD000092,Puma Shoes V8,Sports,Puma,19549.45,30,5864.84,13684.61,802,2.32,4.49,45
PROD000093,Decathlon Cycle V9,Sports,Decathlon,19754.54,8,1580.36,18174.18,593,3.9,4.56,43
PROD000094,Yoga Mat V2,Sports,Yoga,1837.87,11,202.17,1635.7,946,3.33,4.41,44
PROD000095,Dumbbells V10,Sports,Dumbbells,27380.49,33,9035.56,18344.93,568,0.43,4.41,49
PROD000096,Fiction Novel V5,Books,Fiction,321.68,34,109.37,212.31,509,0.36,4.47,40
PROD000097,NCERT Book V10,Books,NCERT,914.36,8,73.15,841.21,848,3.87,4.29,28
PROD000098,Comics V3,Books,Comics,420.37,23,96.69,323.68,111,3.94,4.34,35
PROD000099,Notebook V3,Books,Notebook,1392.43,35,487.35,905.08,217,2.89,4.41,27
PROD000100,Stationery Set V1,Books,Stationery,1510.95,40,604.38,906.57,610,4.2,4.42,40
PROD000101,Aashirvaad Atta V5,Grocery,Aashirvaad,2939.37,38,1116.96,1822.41,682,0.85,4.36,59
PROD000102,Fortune Oil V8,Grocery,Fortune,1665.61,9,149.9,1515.71,837,3.16,4.37,57
PROD000103,Lays Chips V4,Grocery,Lays,1918.9,40,767.56,1151.34,335,0.88,4.27,55
PROD000104,Nescafe Coffee V8,Grocery,Nescafe,464.19,25,116.05,348.14,517,2.21,4.42,65
PROD000105,Haldiram Snacks V8,Grocery,Haldiram,243.32,27,65.7,177.62,706,0.83,4.25,64
PROD000106,Samsung Mobile V3,Electronics,Samsung,91611.34,48,43973.44,47637.9,803,0.81,4.45,106
PROD000107,HP Laptop V3,Electronics,HP,54247,45,24411.15,29835.85,764,2.67,4.32,121
PROD000108,boAt Headphones V2,Electronics,boAt,7500.35,24,1800.08,5700.27,351,4.41,4.29,100
PROD000109,Noise Watch V1,Electronics,Noise,98856.56,31,30645.53,68211.03,660,2.17,4.41,111
PROD000110,Apple iPhone V8,Electronics,Apple,104310.58,35,36508.7,67801.88,80,0.73,4.51,113
PROD000111,Levis Jeans V8,Fashion,Levis,11666.86,6,700.01,10966.85,63,1.11,4.42,89
PROD000112,Peter England Shirt V5,Fashion,Peter,14805,42,6218.1,8586.9,181,4.27,4.46,101
PROD000113,Nike Shoes V2,Fashion,Nike,2847.61,11,313.24,2534.37,538,3.51,4.4,94
PROD000114,Titan Watch V1,Fashion,Titan,9535.18,16,1525.63,8009.55,733,4.53,4.4,86
PROD000115,Puma T-shirt V9,Fashion,Puma,5243.06,47,2464.24,2778.82,239,1.08,4.37,81
PROD000116,IKEA Chair V6,Home,IKEA,9789.43,50,4894.72,4894.71,687,3.19,4.45,56
PROD000117,Prestige Cooker V8,Home,Prestige,20129.06,28,5636.14,14492.92,228,3.77,4.52,61
PROD000118,Philips Mixer V2,Home,Philips,35168.95,36,12660.82,22508.13,451,1.52,4.46,59
PROD000119,Godrej Almirah V10,Home,Godrej,46862.23,6,2811.73,44050.5,590,2.48,4.41,61
PROD000120,Urban Ladder Sofa V1,Home,Urban,16000.39,44,7040.17,8960.22,468,4.99,4.41,63
PROD000121,Lakme Lipstick V10,Beauty,Lakme,4776.35,6,286.58,4489.77,131,4.24,4.39,28
PROD000122,Mamaearth Facewash V4,Beauty,Mamaearth,3549.21,27,958.29,2590.92,706,1.19,4.54,35
PROD000123,Nivea Cream V10,Beauty,Nivea,3446.53,35,1206.29,2240.24,995,2.62,4.33,33
PROD000124,Dove Soap V5,Beauty,Dove,1821.29,28,509.96,1311.33,351,3.6,4.45,38
PROD000125,Plum Serum V2,Beauty,Plum,2639.32,5,131.97,2507.35,805,4.54,4.42,31
PROD000126,Nike T-shirt V6,Sports,Nike,9636.45,18,1734.56,7901.89,700,1.14,4.48,54
PROD000127,Puma Shoes V2,Sports,Puma,26597.65,33,8777.22,17820.43,182,2.26,4.43,42
PROD000128,Decathlon Cycle V5,Sports,Decathlon,11310.19,32,3619.26,7690.93,753,2.9,4.35,43
PROD000129,Yoga Mat V2,Sports,Yoga,34404.07,21,7224.85,27179.22,259,1.2,4.32,62
PROD000130,Dumbbells V2,Sports,Dumbbells,26423.4,21,5548.91,20874.49,610,4.21,4.24,46
PROD000131,Fiction Novel V5,Books,Fiction,825.56,37,305.46,520.1,105,3.89,4.33,27
PROD000132,NCERT Book V9,Books,NCERT,125.19,19,23.79,101.4,616,1.33,4.34,41
PROD000133,Comics V2,Books,Comics,970.37,48,465.78,504.59,288,3.27,4.39,31
PROD000134,Notebook V4,Books,Notebook,1096.11,35,383.64,712.47,920,4.63,4.35,34
PROD000135,Stationery Set V1,Books,Stationery,1591.19,31,493.27,1097.92,793,1.06,4.38,37
PROD000136,Aashirvaad Atta V7,Grocery,Aashirvaad,1305.17,10,130.52,1174.65,667,2.51,4.34,68
PROD000137,Fortune Oil V6,Grocery,Fortune,1281.04,23,294.64,986.4,439,3.74,4.47,53
PROD000138,Lays Chips V8,Grocery,Lays,340.03,15,51,289.03,13,1.95,4.47,68
PROD000139,Nescafe Coffee V8,Grocery,Nescafe,1400.01,46,644,756.01,610,2.45,4.39,64
PROD000140,Haldiram Snacks V4,Grocery,Haldiram,476.28,49,233.38,242.9,645,1.22,4.28,61
PROD000141,Samsung Mobile V8,Electronics,Samsung,21104.14,30,6331.24,14772.9,412,4.76,4.42,113
PROD000142,HP Laptop V1,Electronics,HP,113464.8,37,41981.98,71482.82,285,3.25,4.46,100
PROD000143,boAt Headphones V5,Electronics,boAt,55412.6,33,18286.16,37126.44,316,2.94,4.4,114
PROD000144,Noise Watch V4,Electronics,Noise,117838.99,5,5891.95,111947.04,197,1.46,4.42,111
PROD000145,Apple iPhone V6,Electronics,Apple,10138.78,7,709.71,9429.07,26,3.93,4.39,92
PROD000146,Levis Jeans V10,Fashion,Levis,8598.01,36,3095.28,5502.73,372,1.76,4.41,82
PROD000147,Peter England Shirt V5,Fashion,Peter,13544.68,23,3115.28,10429.4,670,1.07,4.51,100
PROD000148,Nike Shoes V5,Fashion,Nike,12034.96,18,2166.29,9868.67,67,2.26,4.37,86
PROD000149,Titan Watch V10,Fashion,Titan,7488.26,16,1198.12,6290.14,575,3.05,4.46,82
PROD000150,Puma T-shirt V2,Fashion,Puma,6537.32,28,1830.45,4706.87,235,2.28,4.46,78
PROD000151,IKEA Chair V2,Home,IKEA,21208.35,5,1060.42,20147.93,239,4.83,4.29,55
PROD000152,Prestige Cooker V10,Home,Prestige,19724.05,14,2761.37,16962.68,735,3.46,4.41,66
PROD000153,Philips Mixer V4,Home,Philips,41466.89,42,17416.09,24050.8,98,4.13,4.59,63
PROD000154,Godrej Almirah V8,Home,Godrej,3287.68,45,1479.46,1808.22,795,1.33,4.39,49
PROD000155,Urban Ladder Sofa V5,Home,Urban,44729.41,5,2236.47,42492.94,702,4.34,4.4,52
PROD000156,Lakme Lipstick V3,Beauty,Lakme,815.73,24,195.78,619.95,105,4.64,4.29,35
PROD000157,Mamaearth Facewash V3,Beauty,Mamaearth,4987.51,47,2344.13,2643.38,15,2.76,4.42,24
PROD000158,Nivea Cream V10,Beauty,Nivea,2504.4,23,576.01,1928.39,106,3.07,4.4,30
PROD000159,Dove Soap V7,Beauty,Dove,3211.23,37,1188.16,2023.07,389,3.12,4.42,33
PROD000160,Plum Serum V3,Beauty,Plum,2762.18,38,1049.63,1712.55,573,1.2,4.55,29
PROD000161,Nike T-shirt V3,Sports,Nike,6703.28,45,3016.48,3686.8,835,2.17,4.33,46
PROD000162,Puma Shoes V10,Sports,Puma,27813.69,18,5006.46,22807.23,36,0.39,4.21,53
PROD000163,Decathlon Cycle V5,Sports,Decathlon,30444.56,27,8220.03,22224.53,756,4.59,4.39,56
PROD000164,Yoga Mat V3,Sports,Yoga,2011.89,17,342.02,1669.87,370,3.34,4.33,45
PROD000165,Dumbbells V10,Sports,Dumbbells,17952.06,29,5206.1,12745.96,842,0.81,4.36,58
PROD000166,Fiction Novel V6,Books,Fiction,343.94,7,24.08,319.86,218,0.52,4.34,32
PROD000167,NCERT Book V1,Books,NCERT,1129.06,28,316.14,812.92,519,3.5,4.14,29
PROD000168,Comics V5,Books,Comics,488.77,23,112.42,376.35,244,4.29,4.38,37
PROD000169,Notebook V10,Books,Notebook,292.51,41,119.93,172.58,614,4.48,4.53,40
PROD000170,Stationery Set V6,Books,Stationery,1412.69,49,692.22,720.47,577,3.28,4.3,27
PROD000171,Aashirvaad Atta V10,Grocery,Aashirvaad,308.77,46,142.03,166.74,319,2.24,4.38,53
PROD000172,Fortune Oil V8,Grocery,Fortune,728.17,12,87.38,640.79,464,1.43,4.33,48
PROD000173,Lays Chips V6,Grocery,Lays,2590.13,29,751.14,1838.99,173,3.05,4.2,50
PROD000174,Nescafe Coffee V7,Grocery,Nescafe,675.56,44,297.25,378.31,225,1.02,4.44,59
PROD000175,Haldiram Snacks V2,Grocery,Haldiram,563.81,5,28.19,535.62,552,4.37,4.53,60
PROD000176,Samsung Mobile V7,Electronics,Samsung,82068.15,46,37751.35,44316.8,426,4.25,4.5,124
PROD000177,HP Laptop V1,Electronics,HP,57123.7,29,16565.87,40557.83,442,3.05,4.41,112
PROD000178,boAt Headphones V6,Electronics,boAt,59595.2,9,5363.57,54231.63,176,4.82,4.37,109
PROD000179,Noise Watch V1,Electronics,Noise,122098.64,46,56165.37,65933.27,527,1.82,4.45,111
PROD000180,Apple iPhone V1,Electronics,Apple,5573.23,16,891.72,4681.51,271,0.36,4.34,96
PROD000181,Levis Jeans V3,Fashion,Levis,13269.18,44,5838.44,7430.74,142,3,4.51,71
PROD000182,Peter England Shirt V1,Fashion,Peter,5747.05,18,1034.47,4712.58,535,2.02,4.37,73
PROD000183,Nike Shoes V3,Fashion,Nike,14886.59,5,744.33,14142.26,714,3.7,4.38,78
PROD000184,Titan Watch V2,Fashion,Titan,1542.44,16,246.79,1295.65,566,3.43,4.41,96
PROD000185,Puma T-shirt V4,Fashion,Puma,9661.21,6,579.67,9081.54,995,1.51,4.44,88
PROD000186,IKEA Chair V5,Home,IKEA,20555.26,44,9044.31,11510.95,499,1.14,4.38,61
PROD000187,Prestige Cooker V6,Home,Prestige,26274.95,38,9984.48,16290.47,822,2.25,4.44,59
PROD000188,Philips Mixer V2,Home,Philips,27293.02,23,6277.39,21015.63,136,0.89,4.32,73
PROD000189,Godrej Almirah V7,Home,Godrej,40424.33,23,9297.6,31126.73,991,2.64,4.48,61
PROD000190,Urban Ladder Sofa V1,Home,Urban,45856.1,23,10546.9,35309.2,419,3.63,4.24,54
PROD000191,Lakme Lipstick V8,Beauty,Lakme,2742,12,329.04,2412.96,645,4.94,4.58,26
PROD000192,Mamaearth Facewash V4,Beauty,Mamaearth,4797.61,23,1103.45,3694.16,659,3.39,4.26,23
PROD000193,Nivea Cream V2,Beauty,Nivea,3960,6,237.6,3722.4,561,2.95,4.24,29
PROD000194,Dove Soap V5,Beauty,Dove,4291.66,8,343.33,3948.33,231,3.59,4.39,23
PROD000195,Plum Serum V6,Beauty,Plum,3370.44,14,471.86,2898.58,571,2.11,4.28,32
PROD000196,Nike T-shirt V9,Sports,Nike,1965.59,22,432.43,1533.16,872,0.58,4.38,50
PROD000197,Puma Shoes V4,Sports,Puma,1270.9,45,571.91,698.99,489,1.88,4.38,55
PROD000198,Decathlon Cycle V9,Sports,Decathlon,1873,21,393.33,1479.67,127,2.94,4.12,57
PROD000199,Yoga Mat V4,Sports,Yoga,29133.07,41,11944.56,17188.51,59,4.11,4.39,46
PROD000200,Dumbbells V4,Sports,Dumbbells,6063.67,41,2486.1,3577.57,285,2.81,4.56,45
PROD000201,Fiction Novel V4,Books,Fiction,1290.04,47,606.32,683.72,132,2.85,4.55,29
PROD000202,NCERT Book V4,Books,NCERT,1636.18,34,556.3,1079.88,492,2.95,4.41,34
PROD000203,Comics V3,Books,Comics,1134.53,40,453.81,680.72,944,4.34,4.4,30
PROD000204,Notebook V9,Books,Notebook,1586.94,50,793.47,793.47,846,0.9,4.46,24
PROD000205,Stationery Set V8,Books,Stationery,616.24,34,209.52,406.72,742,1.87,4.45,31
PROD000206,Aashirvaad Atta V10,Grocery,Aashirvaad,104.93,50,52.47,52.46,828,4.51,4.65,65
PROD000207,Fortune Oil V4,Grocery,Fortune,2503.32,25,625.83,1877.49,813,2.62,4.44,62
PROD000208,Lays Chips V9,Grocery,Lays,827.26,40,330.9,496.36,874,1.45,4.32,56
PROD000209,Nescafe Coffee V6,Grocery,Nescafe,67.12,47,31.55,35.57,580,0.29,4.41,54
PROD000210,Haldiram Snacks V2,Grocery,Haldiram,2384.56,44,1049.21,1335.35,978,1.7,4.42,67
PROD000211,Samsung Mobile V4,Electronics,Samsung,89425.71,30,26827.71,62598,116,2.52,4.39,99
PROD000212,HP Laptop V10,Electronics,HP,121573.32,44,53492.26,68081.06,153,2.12,4.31,101
PROD000213,boAt Headphones V2,Electronics,boAt,43141.21,21,9059.65,34081.56,743,0.7,4.43,116
PROD000214,Noise Watch V1,Electronics,Noise,109680.64,21,23032.93,86647.71,693,3.95,4.48,105
PROD000215,Apple iPhone V4,Electronics,Apple,17535.61,36,6312.82,11222.79,85,3.75,4.49,111
PROD000216,Levis Jeans V1,Fashion,Levis,1293.72,28,362.24,931.48,474,3.82,4.21,89
PROD000217,Peter England Shirt V4,Fashion,Peter,1138.72,11,125.26,1013.46,936,1.1,4.53,91
PROD000218,Nike Shoes V6,Fashion,Nike,12577.23,9,1131.95,11445.28,33,4.67,4.39,85
PROD000219,Titan Watch V9,Fashion,Titan,1155.38,41,473.71,681.67,917,3.09,4.47,87
PROD000220,Puma T-shirt V4,Fashion,Puma,5581.42,31,1730.24,3851.18,571,1.25,4.5,84
PROD000221,IKEA Chair V4,Home,IKEA,15170.82,34,5158.08,10012.74,46,1.36,4.41,54
PROD000222,Prestige Cooker V9,Home,Prestige,3570.08,41,1463.73,2106.35,172,1.82,4.42,71
PROD000223,Philips Mixer V1,Home,Philips,10380.06,19,1972.21,8407.85,42,2.64,4.39,62
PROD000224,Godrej Almirah V9,Home,Godrej,28016.32,41,11486.69,16529.63,913,1.93,4.37,67
PROD000225,Urban Ladder Sofa V1,Home,Urban,4233.63,37,1566.44,2667.19,572,2.89,4.33,58
PROD000226,Lakme Lipstick V7,Beauty,Lakme,4263.61,38,1620.17,2643.44,92,3.32,4.47,34
PROD000227,Mamaearth Facewash V6,Beauty,Mamaearth,2267.72,35,793.7,1474.02,397,3.33,4.08,25
PROD000228,Nivea Cream V7,Beauty,Nivea,394.18,42,165.56,228.62,277,3.97,4.45,20
PROD000229,Dove Soap V4,Beauty,Dove,4844.9,15,726.74,4118.16,855,3.01,4.41,27
PROD000230,Plum Serum V2,Beauty,Plum,773.22,18,139.18,634.04,613,3,4.31,29
PROD000231,Nike T-shirt V8,Sports,Nike,25040.36,19,4757.67,20282.69,267,3.46,4.43,49
PROD000232,Puma Shoes V6,Sports,Puma,25503.14,50,12751.57,12751.57,544,4.46,4.38,48
PROD000233,Decathlon Cycle V4,Sports,Decathlon,15147.01,28,4241.16,10905.85,18,3.57,4.47,51
PROD000234,Yoga Mat V5,Sports,Yoga,4175.48,7,292.28,3883.2,858,2.45,4.42,48
PROD000235,Dumbbells V8,Sports,Dumbbells,13142.44,36,4731.28,8411.16,523,3.17,4.04,28
PROD000236,Fiction Novel V10,Books,Fiction,513.23,34,174.5,338.73,909,4.75,4.33,42
PROD000237,NCERT Book V9,Books,NCERT,1462.59,30,438.78,1023.81,639,1.75,4.36,36
PROD000238,Comics V7,Books,Comics,641.28,50,320.64,320.64,837,1.91,4.31,35
PROD000239,Notebook V3,Books,Notebook,850.88,30,255.26,595.62,962,4.24,4.38,32
PROD000240,Stationery Set V2,Books,Stationery,1584.62,34,538.77,1045.85,899,1.97,4.52,31
PROD000241,Aashirvaad Atta V3,Grocery,Aashirvaad,2145.35,28,600.7,1544.65,295,2.88,4.39,66
PROD000242,Fortune Oil V10,Grocery,Fortune,230.84,8,18.47,212.37,172,1.63,4.51,61
PROD000243,Lays Chips V8,Grocery,Lays,2604.12,9,234.37,2369.75,273,0.55,4.28,60
PROD000244,Nescafe Coffee V8,Grocery,Nescafe,2174.2,46,1000.13,1174.07,54,4.48,4.41,51
PROD000245,Haldiram Snacks V1,Grocery,Haldiram,2355.57,36,848.01,1507.56,159,4.6,4.45,58
PROD000246,Samsung Mobile V7,Electronics,Samsung,47605.49,33,15709.81,31895.68,197,3.75,4.42,116
PROD000247,HP Laptop V7,Electronics,HP,148527.98,39,57925.91,90602.07,150,0.95,4.36,123
PROD000248,boAt Headphones V1,Electronics,boAt,50265.72,26,13069.09,37196.63,983,1.51,4.38,105
PROD000249,Noise Watch V10,Electronics,Noise,44480.15,15,6672.02,37808.13,940,2.6,4.5,96
PROD000250,Apple iPhone V9,Electronics,Apple,148884.05,8,11910.72,136973.33,868,2.82,4.36,109
PROD000251,Levis Jeans V9,Fashion,Levis,2087.9,7,146.15,1941.75,89,3.65,4.44,84
PROD000252,Peter England Shirt V5,Fashion,Peter,3085.33,15,462.8,2622.53,574,1.68,4.43,84
PROD000253,Nike Shoes V9,Fashion,Nike,13638.8,13,1773.04,11865.76,312,2.88,4.43,70
PROD000254,Titan Watch V4,Fashion,Titan,2848.64,44,1253.4,1595.24,104,4.51,4.4,92
PROD000255,Puma T-shirt V4,Fashion,Puma,7529.94,38,2861.38,4668.56,672,2.73,4.42,91
PROD000256,IKEA Chair V9,Home,IKEA,1629.71,18,293.35,1336.36,169,1.69,4.4,77
PROD000257,Prestige Cooker V3,Home,Prestige,34332.01,16,5493.12,28838.89,642,2.86,4.25,52
PROD000258,Philips Mixer V1,Home,Philips,4063.54,19,772.07,3291.47,286,3.04,4.45,73
PROD000259,Godrej Almirah V7,Home,Godrej,11488.15,17,1952.99,9535.16,461,2.63,4.4,43
